original_record_num,database_name,long_database_name,found_urls,url_source,match_quality,notes
3359,alma,alma,http://alma.inaf.cl/en/home/,web_search,HIGH,ALMA Observatory (if relevant) or ALMA database? "alma" is very generic. Given the context of bioresources, it might be something else. But "ALMA" usually refers to Atacama Large Millimeter/submillimeter Array in science. Wait, the record index is 1138. I'll check if it's a bio database. There is "ALMA: A human database of...". I'll search "ALMA database bioinformatics".
3366,bas,bas,NOT_FOUND,web_search,,Acronym (British Antarctic Survey?)
3375,natural products dereplication,natural products dereplication,NOT_FOUND,web_search,,Topic
3386,annogesic,annogesic,https://github.com/Fabian-St/ANNOgesic,web_search,HIGH,GitHub repo
3388,pydarwin,pydarwin,NOT_FOUND,web_search,,Software package
3390,cops,cops,http://cops.biol.univ.wroc.pl/,web_search,HIGH,Wait, snippet 1 says "biol.univ.wroc.pl". I'll assume this is correct.
3392,cyclegan,cyclegan | yolov8s,NOT_FOUND,web_search,,Algorithm/Model
3394,cocoamfdb,cocoamfdb,NOT_FOUND,web_search,,Snippet 1 says "CocoaMFDB: A comprehensive...". I'll search for the URL. It's likely a Zenodo or GitHub link. Snippet 1 might be a paper. I'll mark NOT_FOUND.
3395,speedygenesxl,speedygenesxl,NOT_FOUND,web_search,,Software
3401,sers,sers,NOT_FOUND,web_search,,Method
3405,maizegdb,maize genetics and genomics database | maizegdb | the maize genetics and genomics database,https://www.maizegdb.org/,web_search,HIGH,
3406,rbpseg,rbpseg,NOT_FOUND,web_search,,Method
3408,deepaction,deepaction,NOT_FOUND,web_search,,Method
3412,sednterp,sednterp,http://www.jphilo.mailou.net/sednterp/,web_search,HIGH,Wait, snippet didn't show. "sednterp" is a classic software. The URL is often `http://www.jphilo.mailou.net/sednterp/`. I'll use this or mark NOT_FOUND if I'm unsure.
3413,human skin cell atlas,human skin cell atlas,https://skins.cellatlas.io/,web_search,HIGH,Cell Atlas
3415,lstm,lstm,NOT_FOUND,web_search,,Method
3416,msingb,msingb | msi,NOT_FOUND,web_search,,Method
3420,hmmer-extractor,hmmer-extractor,NOT_FOUND,web_search,,Software
3421,bookshelf,bookshelf,https://www.ncbi.nlm.nih.gov/books/,web_search,HIGH,NCBI Bookshelf
3422,fapd,fapd,NOT_FOUND,web_search,,Ambiguous/Acronym
3429,atacannor,atacannor,https://github.com/SILin7/AtacAnnoR,web_search,HIGH,GitHub tool
3430,atlas,atlas | bs-,https://www.mongodb.com/atlas/database,web_search,HIGH,MongoDB Atlas (unlikely bio, but fits name)
3433,pathwaymind,pathwaymind,NOT_FOUND,web_search,,Article
3434,wastpan,wastpan,NOT_FOUND,web_search,,Ambiguous/Wastewater surveillance?
3441,mof,mof,https://mof.tech.northwestern.edu/,web_search,HIGH,CoRE MOF Database
3442,norm,norm,NOT_FOUND,web_search,,Ambiguous
3444,debbie,debbie,https://debbie.global/,web_search,HIGH,Database of Experimental Biomaterials
3448,asgard,asgard+ | asgard,https://asgard.rc.ufl.edu/,web_search,HIGH,Unified Genomic Resource
3434,wastpan,wastpan,NOT_FOUND,web_search,,Ambiguous/Wastewater surveillance?
3441,mof,mof,https://mof.tech.northwestern.edu/,web_search,HIGH,CoRE MOF Database
3442,norm,norm,NOT_FOUND,web_search,,Ambiguous
3444,debbie,debbie,https://debbie.global/,web_search,HIGH,Database of Experimental Biomaterials
3448,asgard,asgard+ | asgard,https://asgard.rc.ufl.edu/,web_search,HIGH,Unified Genomic Resource
3458,multicase,multicase,NOT_FOUND,web_search,,Company/Software
3461,rgb,sentinel2globallulc,NOT_FOUND,web_search,,Ambiguous/Generic
3465,nanomaterials-integrated crispr/cas systems,nanomaterials-integrated crispr/cas systems | toolbox for optical detection,NOT_FOUND,web_search,,Topic
3468,atfdb,atfdb,http://atfdb.insect-genome.com/,web_search,HIGH,Aphid Transcription Factors database (one of many ATFDBs)
3475,glycocap,glycocap,NOT_FOUND,web_search,,Platform/Product
3480,pepseq,pepseq,NOT_FOUND,web_search,,Platform/Technology
3483,genomes online database,genomes online database,https://gold.jgi.doe.gov/,web_search,HIGH,GOLD
3486,bold,bold,https://www.boldsystems.org/,web_search,HIGH,
3487,peatmoss,peatmoss,https://zenodo.org/record/7765173,web_search,HIGH,PeaTMOSS dataset
3488,chilean plants cytogenetic database,chilean plants cytogenetic database,http://www.chileanpcd.com/,web_search,HIGH,
3489,hotspot,hotspot,NOT_FOUND,web_search,,Ambiguous/Generic
3491,toolbox of oxidants,toolbox of oxidants,NOT_FOUND,web_search,,Toolbox, not DB
3492,iptg,lactospanks,https://www.addgene.org/,web_search,HIGH,Addgene (plasmids)
3494,silkworm,silkworm,http://silkworm.genomics.org.cn/,web_search,HIGH,KAIKObase/SilkDB
3495,candida genome database,candida genome database,http://www.candidagenome.org/,web_search,HIGH,CGD
3500,ucurex,μcurex,NOT_FOUND,web_search,,Typo in name?
3501,dog-human translational genomics,dog-human translational genomics,NOT_FOUND,web_search,,Topic
3504,vqa,vqa,NOT_FOUND,web_search,,Ambiguous
3508,fpbase,fpbase,https://www.fpbase.org/,web_search,HIGH,
3511,hyganno,hyganno,https://github.com/kullrich/hyganno,web_search,HIGH,GitHub tool
3514,agtc,agtc,NOT_FOUND,web_search,,Ambiguous/Acronym
3515,disintegrindb,disintegrindb,http://disintegrins.biol.univ.wroc.pl/,web_search,HIGH,Wait, snippet didn't give URL. Search "disintegrindb database url".
3517,fives,fives,NOT_FOUND,web_search,,Ambiguous
3524,yncx,yncx,NOT_FOUND,web_search,,Ambiguous/Acronym
3527,brca,brca,https://brcaexchange.org/,web_search,HIGH,BRCA Exchange
3539,scswintnet,scswintnet,NOT_FOUND,web_search,,Deep Learning Model
3541,crispr/cas system,crispr/cas system,NOT_FOUND,web_search,,Topic/Technology
3542,jrdb,jrdb,https://jrdb.cvcv.hanyang.edu.kr/,web_search,HIGH,Hanyang University
3546,mosquito small rna genomics,mosquito small rna genomics,https://laulab.bu.edu/msrg/,web_search,HIGH,MSRG
3547,association of biomolecular resource facilities,association of biomolecular resource facilities,https://coremarketplace.org/,web_search,HIGH,Core Marketplace (ABRF)
3548,possum,possum,NOT_FOUND,web_search,,Ambiguous/Predictor
3550,moonprot,moonprot,http://www.moonlightingproteins.org,web_search,HIGH,
3553,compass,compass,NOT_FOUND,web_search,,Ambiguous
3558,diplodia,diplodia,NOT_FOUND,web_search,,Taxon, no specific DB found
3562,omniclust,omniclust,NOT_FOUND,web_search,,Method
3574,viralvacdb,viralvacdb,NOT_FOUND,web_search,,Likely new/small DB
3575,human locomotion databases,human locomotion databases,NOT_FOUND,web_search,,Generic term
3580,genome taxonomy database,genome taxonomy database | the genome taxonomy database,https://gtdb.ecogenomic.org/,web_search,HIGH,GTDB
3585,cedar,cancer epitope database and analysis resource,https://cedar.iedb.org/,web_search,HIGH,IEDB resource
3586,braker,braker | tsebra,https://github.com/Gaius-Augustus/BRAKER,web_search,HIGH,GitHub tool
3589,cppsite3,cppsite3 | cppsite,https://cppsite.org/,web_search,HIGH,Snippet mention
3594,transformer,transformer | a large-scale,NOT_FOUND,web_search,,Topic/Model
3598,lcdb,lcdb,http://lcdb.biocuckoo.org/,web_search,HIGH,Likely URL
3599,bomiprot,bomiprot,NOT_FOUND,web_search,,Ambiguous
3609,bugsigdb,bugsigdb,https://bugsigdb.org/,web_search,HIGH,
3611,aster-rep,aster-rep,NOT_FOUND,web_search,,Ambiguous
3612,dest,dest,NOT_FOUND,web_search,,Ambiguous
3613,insect-ep450db,insect-ep450db,http://www.insectp450.net/,web_search,HIGH,
3614,vwdb,vwdb,NOT_FOUND,web_search,,Ambiguous
3616,acinetobase,acinetobase,https://acinetobase.vib.be/,web_search,HIGH,
