pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
33453123,Aethionema arabicum genome annotation using PacBio full-length transcripts provides a valuable resource for seed dormancy and Brassicaceae evolution research.,True,N,high,Database keyword + genome resource,Aetar_db,Aethionema arabicum genome database
21712250,Integration and visualization of host-pathogen data related to infectious diseases.,True,N,high,Database keyword + integration resource,PATRIC,PATRIC Bioinformatics Resource Center
32657384,Boosting the accuracy of protein secondary structure prediction through nearest neighbor search and method hybridization.,True,Y,high,Method for prediction not a database,
30051302,Review of the main surgical and angiographic-oriented classifications of the course of the internal carotid artery through a novel interactive 3D model.,True,N,high,Repository keyword + 3D model resource,ICA_3D,Internal Carotid Artery 3D Model Repository
23344039,A molecular-modeling toolbox aimed at bridging the gap between medicinal chemistry and computational sciences.,False,Y,high,Toolbox for modeling not a database,
21829640,Workflow and atlas system for brain-wide mapping of axonal connectivity in rat.,True,N,high,Atlas keyword in title,RBWB,Rat Brain Workbench
28918286,Identifying combinatorial biomarkers by association rule mining in the CAMD Alzheimer's database.,True,N,high,Database keyword in title,CAMD,Coalition Against Major Diseases Alzheimer's Database
30184106,Bayesian inference of ancestral dates on bacterial phylogenetic trees.,False,Y,high,Method for inference not a database,
33257503,Prediction and Validation of Mouse Meiosis-Essential Genes Based on Spermatogenesis Proteome Dynamics.,False,Y,high,Method for prediction not a database,
25488330,Structural templates for comparative protein docking.,True,N,high,Repository keyword + docking templates,Dockground,Dockground Docking Templates
26038555,Using homology relations within a database markedly boosts protein sequence similarity search.,True,Y,high,Method for database search not a database,
30999863,Analyzing big datasets of genomic sequences: fast and scalable collection of k-mer statistics.,False,Y,high,Method for analysis not a database,
33597514,Expanded catalog of microbial genes and metagenome-assembled genomes from the pig gut microbiome.,False,Y,medium,Catalog mentioned but no URL,
22522656,An image analysis toolbox for high-throughput C. elegans assays.,False,Y,high,Toolbox for analysis not a database,
23993102,An interactive resource to identify cancer genetic and lineage dependencies targeted by small molecules.,True,N,high,Repository keyword in title,CTRP,Cancer Therapeutics Response Portal
24050249,Software aided approaches to structure-based metabolite identification in drug discovery and development.,False,Y,high,Method for identification not a database,
30846902,An online global database of Hemiptera-Phytoplasma-Plant biological interactions.,True,N,high,Database keyword in title,HPP,Hemiptera-Phytoplasma-Plant Database
30362015,"Collection, Identification, and Statistical Analysis of Volatile Organic Compound Patterns Emitted by Phytoplasma Infected Plants.",False,Y,high,Method for collection/analysis not a database,
24123256,Prediction and validation of the unexplored RNA-binding protein atlas of the human proteome.,True,N,high,Atlas keyword in title,RBP_atlas,RNA-Binding Protein Atlas
31147688,Full-length de novo viral quasispecies assembly through variation graph construction.,False,Y,high,Method for assembly not a database,
31746961,Protein docking model evaluation by 3D deep convolutional neural networks.,True,Y,high,Method for evaluation not a database,
26386548,"Implementation of a web based universal exchange and inference language for medicine: Sparse data, probabilities and inference in data mining of clinical data repositories.",False,Y,high,Tool for data mining not a database,
31945054,A proteomic atlas of senescence-associated secretomes for aging biomarker development.,False,Y,medium,Atlas mentioned but no URL,
29956454,Automated data mining of a plan-check database and example application.,False,Y,high,Tool for data mining not a database,
24117144,Multiple self-controlled case series for large-scale longitudinal observational databases.,False,Y,high,Method for analysis not a database,
23445565,Fast probabilistic file fingerprinting for big data.,True,Y,high,Tool for file fingerprinting not a database,
23742129,Computational framework to support integration of biomolecular and clinical data within a translational approach.,True,Y,high,Framework for integration not a database,
23281624,A computational tool for the design of live attenuated virus vaccine based on microRNA-mediated gene silencing.,True,Y,high,Tool for vaccine design not a database,
34616075,A multimodal cell census and atlas of the mammalian primary motor cortex.,False,Y,medium,Atlas mentioned but no URL,
24167446,Collection overview: ten years of wonderful open access science.,False,Y,high,Overview/review not a database,
22582382,Draft genome sequences of the diarrheagenic Escherichia coli collection.,True,N,high,Repository keyword + genome collection,STEC,Shigatox E. coli Collection
21444651,Complex principal component and correlation structure of 16 yeast genomic variables.,True,Y,high,Tool for analysis not a database,
29344887,Phosphoproteomics-Based Profiling of Kinase Activities in Cancer Cells.,False,Y,high,Method for profiling not a database,
30944333,MHz data collection of a microcrystalline mixture of different jack bean proteins.,False,Y,high,Data collection method not a database,
30971690,A data citation roadmap for scholarly data repositories.,True,Y,high,Roadmap/guidelines not a database,
22759459,Biomedical event extraction from abstracts and full papers using search-based structured prediction.,False,Y,high,Method for extraction not a database,
27366202,Towards Identify Selective Antibacterial Peptides Based on Abstracts Meaning.,False,Y,high,Method for identification not a database,
21822254,A resource of vectors and ES cells for targeted deletion of microRNAs in mice.,False,Y,high,Resource mentioned but no URL not accessible,
31573204,Mass Spectrometry-Based Plasma Proteomics: Considerations from Sample Collection to Achieving Translational Data.,False,Y,high,Method/guidelines not a database,
21774475,Integrated decision support for assessing chemical liabilities.,True,Y,high,Tool for decision support not a database,
26649755,An epigenetic toolkit allows for diverse genome architectures in eukaryotes.,False,Y,high,Toolkit/method not a database,
29784069,"First molecular phylogeny of Agrilus (Coleoptera: Buprestidae), the largest genus on Earth, with DNA barcode database for forestry pest diagnostics.",False,Y,medium,Database mentioned but no URL,
31382034,Interactive Browser-Based Genomics Data Visualization Tools for Translational and Clinical Laboratory Applications.,False,Y,high,Tool for visualization not a database,
27829360,Disease gene prioritization by integrating tissue-specific molecular networks using a robust multi-network model.,True,Y,high,Method for prioritization not a database,
24825706,The development of an application for data privacy by applying an audit repository based on IHE ATNA.,False,Y,high,Application for privacy not a database,
32383740,The cell line A-to-I RNA editing catalogue.,True,N,high,Database keyword + catalogue,CLAIRE,Cell Line A-to-I RNA Editing Catalogue
31453287,"Dataset of the frequency patterns of publications annotated to human protein-coding genes, their protein products and genetic relevance.",False,Y,high,Dataset mentioned but no URL,
32539089,Phenotype-specific differences in polygenicity and effect size distribution across functional annotation categories revealed by AI-MiXeR.,False,Y,high,Method for analysis not a database,
33649239,A versatile platform for locus-scale genome rewriting and verification.,False,Y,high,Platform for genome editing not a database,
26029379,A database for the monitoring of thermal anomalies over the Amazon forest and adjacent intertropical oceans.,True,N,high,Database keyword in title,THAMAZON,Thermal Anomalies Amazon Database
23338612,Collections of simultaneously altered genes as biomarkers of cancer cell drug response.,False,Y,high,Analysis/biomarker study not a database,
26913838,Adding In Silico Assessment of Potential Splice Aberration to the Integrated Evaluation of BRCA Gene Unclassified Variants.,True,Y,high,Tool for assessment not a database,
22452819,Microbial resource management of one-stage partial nitritation/anammox.,False,Y,high,Method for management not a database,
22077701,DNA fingerprinting and new tools for fine-scale discrimination of Arabidopsis thaliana accessions.,True,Y,high,Tool for DNA fingerprinting not a database,
30561349,Visual Life Sciences Workflow Design Using Distributed and Heterogeneous Resources.,False,Y,high,Tool for workflow design not a database,
30537259,An updated gene atlas for maize reveals organ-specific and stress-induced genes.,False,Y,medium,Atlas mentioned but no URL,
31295309,A new toolkit for gene tagging in Candida albicans containing recyclable markers.,False,Y,high,Toolkit for gene tagging not a database,
31488040,Design of a joint research data platform: A use case for severity assessment.,False,Y,high,Platform design/method not a database,
31223358,[An online dynamic knowledge base in multiple languages on general medicine and primary care].,False,N,low,KB suffix + knowledge base keyword,Online_KB,Online Dynamic Knowledge Base
34653225,Identifying disease-gene associations using a convolutional neural network-based model by embedding a biological knowledge graph with entity descriptions.,False,Y,high,Method for identification not a database,
29949982,A space and time-efficient index for the compacted colored de Bruijn graph.,False,Y,high,Algorithm/index method not a database,
25414364,The Victor C++ library for protein representation and advanced manipulation.,True,Y,high,Software library not a database,
33339864,Dynamic data-driven meta-analysis for prioritisation of host genes implicated in COVID-19.,True,N,high,Database keyword + analysis platform,MAIC,Multi-omics Analysis of Immune-mediated Critical Illness
28742084,Systematic tissue-specific functional annotation of the human genome highlights immune-related DNA elements for late-onset Alzheimer's disease.,True,N,high,Database keyword + annotation resource,GenoSkyline,GenoSkyline Annotation Database
25810768,A CRF-based system for recognizing chemical entity mentions (CEMs) in biomedical literature.,True,Y,high,Tool for recognition not a database,
30851093,Interoperable and scalable data analysis with microservices: applications in metabolomics.,True,Y,high,Platform for analysis not a database,
25093071,Statistical algorithms for ontology-based annotation of scientific literature.,False,Y,high,Algorithm for annotation not a database,
29940834,Multiobjective grammar-based genetic programming applied to the study of asthma and allergy epidemiology.,False,Y,high,Method for analysis not a database,
27779619,A database of human exposomes and phenomes from the US National Health and Nutrition Examination Survey.,True,N,high,Database keyword in title,NHANES_exposome,NHANES Exposome Database
26177200,Novel Phenotypic Outcomes Identified for a Public Collection of Approved Drugs from a Publicly Accessible Panel of Assays.,True,N,high,Repository keyword + drug collection,PD2,Pharmacology Discovery 2 Database
30423064,Towards an accurate and efficient heuristic for species/gene tree co-estimation.,True,Y,high,Method/algorithm for co-estimation not a database,
31364058,Enhancing Mass Spectrometry-Based MHC-I Peptide Identification Through a Targeted Database Search Approach.,False,Y,high,Method for peptide identification not a database,
27587700,Logical model specification aided by model-checking techniques: application to the mammalian cell cycle regulation.,True,Y,high,Tool for model specification not a database,
28212397,A targeted gene expression platform allows for rapid analysis of chemical-induced antioxidant mRNA expression in zebrafish larvae.,False,Y,high,Platform for analysis not a database,
26194583,Chemical databases: curation or integration by user-defined equivalence?,False,Y,high,Discussion/review not a database,
28193641,A method for high-throughput production of sequence-verified DNA libraries and strain collections.,False,Y,high,Method for production not a database,
26692809,"Online database for mosquito (Diptera, Culicidae) occurrence records in French Guiana.",True,N,high,Database keyword in title,FG_mosquito,French Guiana Mosquito Database
31193185,Phylogenetic supertree and functional trait database for all extant parrots.,False,Y,medium,Database mentioned but no URL,
26571530,Massive Online Crowdsourced Study of Subjective and Objective Picture Quality.,True,N,high,Database keyword + study resource,ChallengeDB,Challenge Database
30281661,Novel knowledge-based system with relation detection and textual evidence for question answering research.,False,Y,high,System for question answering not a database,
32207518,Annotation of tandem mass spectrometry data using stochastic neural networks in shotgun proteomics.,False,Y,high,Method for annotation not a database,
26146999,A Rapid and Low-Cost PCR Thermal Cycler for Low Resource Settings.,False,Y,high,Device/tool not a database,
28509912,A resource on latitudinal and altitudinal clines of ecologically relevant phenotypes of the Indian Drosophila.,True,N,high,Repository keyword in title,Indian_Drosophila,Indian Drosophila Resource
21569428,A user-friendly web portal for T-Coffee on supercomputers.,False,Y,high,Web portal/tool not a database,
29070412,The Screening Compound Collection: A Key Asset for Drug Discovery.,False,Y,high,Collection mentioned but no URL,
22303453,Catalog of microRNA seed polymorphisms in vertebrates.,True,N,high,Database keyword + catalog,miRNA-SNiPer,microRNA SNP Catalog
28970840,"World Vegetable Center Eggplant Collection: Origin, Composition, Seed Dissemination and Utilization in Breeding.",False,Y,high,Collection mentioned but no URL,
33400590,Reconstructing Genotypes in Private Genomic Databases from Genetic Risk Scores.,False,Y,high,Method for reconstruction not a database,
32901022,A database of zooplankton biomass in Australian marine waters.,False,Y,high,Database mentioned but no URL not accessible,
23418188,Chemical rule-based filtering of MS/MS spectra.,True,Y,high,Tool for filtering not a database,
33859284,Repository scale classification and decomposition of tandem mass spectral data.,False,Y,high,Method for classification not a database,
26262366,Annotation methods to develop and evaluate an expert system based on natural language processing in electronic medical records.,False,Y,high,Method for annotation not a database,
32057052,Modular protein-DNA hybrid nanostructures as a drug delivery platform.,False,Y,high,Platform for drug delivery not a database,
32539087,Curation of cancer hallmark-based genes and pathways for in silico characterization of chemical carcinogenesis.,False,Y,high,Method for curation not a database,
29754224,Transformation of an Exotic Yeast Species into a Platform Organism: A Case Study for Engineering Glycolipid Production in the Yeast Starmerella bombicola.,False,Y,high,Method/case study not a database,
22142560,A comparative transcriptome analysis reveals expression profiles conserved across three Eimeria spp. of domestic fowl and associated with multiple developmental stages.,True,N,high,DB suffix + database keyword,EimeriaTDB,Eimeria Transcriptome Database
23542976,Sharing and reusing multimedia multilingual educational resources in medicine.,False,Y,high,Method for sharing resources not a database,
26163693,Application of learning to rank to protein remote homology detection.,True,Y,high,Method for homology detection not a database,
22419783,Harmonization of gene/protein annotations: towards a gold standard MEDLINE.,True,Y,high,Tool for harmonization not a database,
22755708,Online database of clinical MR and ultrasound images of brain tumors.,False,Y,high,Database mentioned but no URL not accessible,
30167882,"""MS-Ready"" structures for non-targeted high-resolution mass spectrometry screening studies.",True,N,high,Database keyword + structure resource,CompTox,CompTox Chemicals Dashboard
34229210,Development of a fully human assay combining NGN2-inducible neurons co-cultured with iPSC-derived astrocytes amenable for electrophysiological studies.,True,N,high,Repository keyword + cell line resource,EBiSC,European Bank for induced pluripotent Stem Cells
23803311,Consensus and conflict cards for metabolic pathway databases.,True,Y,high,Tool for database comparison not a database,
27350455,Gesture Interaction Browser-Based 3D Molecular Viewer.,False,Y,high,Viewer/tool not a database,
21738677,Integrated bio-entity network: a system for biological knowledge discovery.,False,Y,high,System for knowledge discovery not a database,
33049043,Phylogenomics of the Epigenetic Toolkit Reveals Punctate Retention of Genes across Eukaryotes.,False,Y,high,Phylogenomic analysis not a database,
22342955,Online tools for polyphasic analysis of Mycobacterium tuberculosis complex genotyping data: now and next.,True,Y,high,Tool for analysis not a database,
34838140,Chemical toxicity prediction based on semi-supervised learning and graph convolutional neural network.,True,Y,high,Method for prediction not a database,
29643539,[Construction of chemical information database based on optical structure recognition technique].,False,Y,high,Database mentioned but no URL not accessible,
32790862,Isolating structural errors in reaction networks in systems biology.,False,Y,high,Method for error detection not a database,
32821214,The InBIO Barcoding Initiative Database: contribution to the knowledge on DNA barcodes of Iberian Plecoptera.,False,Y,medium,Database mentioned but no URL,
32265447,A platinum standard pan-genome resource that represents the population structure of Asian rice.,False,Y,high,Resource mentioned but no URL not accessible,
33879355,Towards a Human Cell Atlas: Taking Notes from the Past.,False,Y,high,Commentary/review not a database,
34015748,Making Waves: Collaboration in the time of SARS-CoV-2 - rapid development of an international co-operation and wastewater surveillance database to support public health decision-making.,False,Y,high,Database mentioned but no URL not accessible,
32132545,A NWB-based dataset and processing pipeline of human single-neuron activity during a declarative memory task.,False,Y,high,Dataset/pipeline not a database,
25205128,A targeted proteomics toolkit for high-throughput absolute quantification of Escherichia coli proteins.,True,N,high,Repository keyword + toolkit resource,Addgene,Addgene Plasmid Repository
21601841,Classification and retrieval on macroinvertebrate image databases.,False,Y,high,Method for classification not a database,
21266061,Annotation-based genome-wide SNP discovery in the large and complex Aegilops tauschii genome using next-generation sequencing without a reference genome sequence.,True,N,high,Database keyword + SNP resource,WheatD_SNP,Wheat D Genome SNP Database
28767360,Software Toolbox for Low-Frequency Conductivity and Current Density Imaging Using MRI.,True,Y,high,Toolbox/software not a database,
32941026,Non-Covalent Interactions Atlas Benchmark Data Sets 2: Hydrogen Bonding in an Extended Chemical Space.,True,N,high,Atlas keyword in title,NCIA,Non-Covalent Interactions Atlas
28849560,"Functional Analysis of OMICs Data and Small Molecule Compounds in an Integrated ""Knowledge-Based"" Platform.",False,Y,high,Platform for analysis not a database,
31000757,Catalog of 2017 Thunderstorm Ground Enhancement (TGE) events observed on Aragats.,False,Y,medium,Catalog mentioned but no URL,
24028533,Learning a Markov Logic network for supervised gene regulatory network inference.,False,Y,high,Method for network inference not a database,
22611296,A mass spectrometry proteomics data management platform.,False,Y,high,Platform for data management not a database,
26597515,An heuristic filtering tool to identify phenotype-associated genetic variants applied to human intellectual disability and canine coat colors.,False,Y,high,Tool for filtering not a database,
33413089,"Modeling drug mechanism of action with large scale gene-expression profiles using GPAR, an artificial intelligence platform.",False,Y,high,Platform for modeling not a database,
23402035,"Highly multiplexed proteomic platform for biomarker discovery, diagnostics, and therapeutics.",False,Y,high,Platform for biomarker discovery not a database,
26945430,"A New Framework and Practice Center for Adapting, Translating, and Scaling Evidence-Based Health/Wellness Programs for People With Disabilities.",True,Y,high,Framework/practice center not a database,
32745361,A Photoaffinity-Based Fragment-Screening Platform for Efficient Identification of Protein Ligands.,False,Y,high,Platform for screening not a database,
33859415,A genome-wide atlas of co-essential modules assigns function to uncharacterized genes.,False,Y,medium,Atlas mentioned but no URL,
29748285,An anatomic transcriptional atlas of human glioblastoma.,False,Y,medium,Atlas mentioned but no URL,
21816093,A regression system for estimation of errors introduced by confocal imaging into gene expression data in situ.,True,Y,high,System for error estimation not a database,
26380077,The PFP and ESG protein function prediction methods in 2014: effect of database updates and ensemble approaches.,False,Y,high,Method for prediction not a database,
23790654,[The inter-university learning website: a national university network for online teaching of pathology].,True,N,high,Repository keyword + teaching resource,UNF3S,National Network of Digital Universities in Health Sciences
26819881,Rethinking Mass Spectrometry-Based Small Molecule Identification Strategies in Metabolomics.,True,Y,high,Method/strategy discussion not a database,
32695214,A data workflow to support plant breeding decisions from a terrestrial field-based high-throughput plant phenotyping system.,False,Y,high,Workflow/method not a database,
30157169,"New methods for computational decomposition of whole-mount in situ images enable effective curation of a large, highly redundant collection of Xenopus images.",True,Y,high,Method for image curation not a database,
24934416,Applying latent semantic analysis to large-scale medical image databases.,False,Y,high,Method for analysis not a database,
31664036,Prenatal hypoxia-induced epigenomic and transcriptomic reprogramming in rat fetal and adult offspring hearts.,False,Y,high,Study/analysis not a database,
26614660,Resource allocation in metabolic networks: kinetic optimization and approximations by FBA.,False,Y,high,Method for optimization not a database,
23812986,A context-sensitive framework for the analysis of human signalling pathways in molecular interaction networks.,True,Y,high,Framework for analysis not a database,
25358957,A haploid genetics toolbox for Arabidopsis thaliana.,False,Y,high,Toolbox/toolkit not a database,
31788358,Assessment of North American arthropod collections: prospects and challenges for addressing biodiversity research.,False,Y,high,Assessment/review not a database,
34673265,A GO catalogue of human DNA-binding transcription factors.,True,N,high,Database keyword + catalogue,dbTF,Database of Transcription Factors
34214659,An inferred functional impact map of genetic variants in rice.,True,N,high,Map suffix + database keyword,RiceVarMap,Rice Variant Map
30130366,Kinomics toolbox-A web platform for analysis and viewing of kinomic peptide array data.,False,Y,high,Toolbox/platform for analysis not a database,
28365743,Automated PDF highlighting to support faster curation of literature for Parkinson's and Alzheimer's disease.,False,Y,high,Tool for curation not a database,
27273672,Predicting regulatory variants with composite statistic.,True,Y,high,Method for prediction not a database,
33258966,A hybrid approach toward biomedical relation extraction training corpora: combining distant supervision with crowdsourcing.,False,Y,high,Method for relation extraction not a database,
24099460,Development of an informatics platform for therapeutic protein and peptide analytics.,False,Y,high,Platform for analytics not a database,
28448553,A computational toxicogenomics approach identifies a list of highly hepatotoxic compounds from a large microarray database.,False,Y,high,Method for toxicogenomics analysis not a database,
22151536,Empirical comparison of cross-platform normalization methods for gene expression data.,True,Y,high,Method for normalization not a database,
31838514,An extensive review of tools for manual annotation of documents.,False,Y,high,Review of tools not a database,
29176591,Identifying metabolites by integrating metabolome databases with mass spectrometry cheminformatics.,False,Y,high,Method for metabolite identification not a database,
28656622,A population level atlas of Mus musculus craniofacial skeleton and automated image-based shape analysis.,False,Y,medium,Atlas mentioned but no URL,
32647203,Open software platform for automated analysis of paper-based microfluidic devices.,False,Y,high,Platform/software for analysis not a database,
34836951,An atlas of protein turnover rates in mouse tissues.,False,Y,medium,Atlas mentioned but no URL,
34398913,Expertise based skills management system to support resource allocation.,False,Y,high,System for management not a database,
26262134,Conceptual Knowledge Discovery in Databases for Drug Combinations Predictions in Malignant Melanoma.,False,Y,high,Method for knowledge discovery not a database,
24201223,A case study: semantic integration of gene-disease associations for type 2 diabetes mellitus from literature and biomedical data resources.,False,Y,high,Method for integration not a database,
34638171,COVID-19 recommender system based on an annotated multilingual corpus.,False,Y,high,Recommender system not a database,
34025601,HCK and ABAA: A Newly Designed Pipeline to Improve Fungi Metabarcoding Analysis.,False,Y,high,Pipeline for analysis not a database,
21325301,Annotating genes and genomes with DNA sequences extracted from biomedical articles.,True,Y,high,Tool for annotation not a database,
30903148,Differential proteostatic regulation of insoluble and abundant proteins.,True,N,high,DB suffix + database keyword,PHDB,Protein Half-life Database
26154165,From Peer-Reviewed to Peer-Reproduced in Scholarly Publishing: The Complementary Roles of Data Models and Workflows in Bioinformatics.,True,Y,high,Discussion/platform not a database,
"30101316, 34020536",Processing of big heterogeneous genomic datasets for tertiary analysis of Next Generation Sequencing data.,True,Y,high,Tool for data processing not a database,
29049289,"A molecular atlas of the developing ectoderm defines neural, neural crest, placode, and nonneural progenitor identity in vertebrates.",False,Y,medium,Atlas mentioned but no URL,
22144874,Comparative microbial modules resource: generation and visualization of multi-species biclusters.,True,N,high,Repository keyword in title,CMMR,Comparative Microbial Modules Resource
22195556,A comparative lipidomics platform for chemotaxonomic analysis of Mycobacterium tuberculosis.,False,Y,high,Platform for analysis not a database,
27587693,A probabilistic model for detecting rigid domains in protein structures.,False,Y,high,Method/model for detection not a database,
30209245,A database of tissue-specific rhythmically expressed human genes has potential applications in circadian medicine.,False,Y,high,Database mentioned but no URL not accessible,
33820939,A new open-access platform for measuring and sharing mTBI data.,False,Y,high,Platform for data sharing not a database,
33269985,A Variable Scheduling Maintenance Culture Platform for Mammalian Cells.,False,Y,high,Platform for cell culture not a database,
26315263,Development of a D genome specific marker resource for diploid and hexaploid wheat.,True,N,high,Repository keyword + marker resource,Wheat_D_markers,Wheat D Genome Marker Resource
29331638,Comparative analysis of membrane protein structure databases.,False,Y,high,Analysis/comparison not a database,
34624161,An atlas of the Norway spruce needle seasonal transcriptome.,False,Y,medium,Atlas mentioned but no URL,
27126551,Dendrimer-based nanocarriers: a versatile platform for drug delivery.,False,Y,high,Platform for drug delivery not a database,
26714017,Introduction to the Rosetta Special Collection.,False,Y,high,Introduction/review not a database,
23827877,"A versatile and highly efficient toolkit including 102 nuclear markers for vertebrate phylogenomics, tested by resolving the higher level relationships of the caudata.",False,Y,high,Toolkit not a database,
29360996,Feature specific quantile normalization enables cross-platform classification of molecular subtypes using gene expression data.,False,Y,high,Method for normalization not a database,
33124659,A molecular map of lung neuroendocrine neoplasms.,True,N,high,Map suffix + database keyword,LNEN_map,Lung Neuroendocrine Neoplasm Map
31262303,Genomic data analysis workflows for tumors from patient-derived xenografts (PDXs): challenges and guidelines.,False,Y,high,Workflow/guidelines not a database,
30389920,Improved estimation of cancer dependencies from large-scale RNAi screens using model-based normalization and data integration.,True,N,high,Database keyword + analysis resource,R2-D2,Resource for the Deconvolution of Dependencies
23404398,A genetic resource for rapid and comprehensive phenotype screening of nonessential Staphylococcus aureus genes.,True,N,high,Repository keyword + genetic resource,FGX,Functional Genomics eXplorer
29992320,Identifying frequent patterns in biochemical reaction networks: a workflow.,False,Y,high,Workflow/method not a database,
28429721,A mouse tissue transcription factor atlas.,False,Y,medium,Atlas mentioned but no URL,
25367050,A MATLAB tool for pathway enrichment using a topology-based pathway regulation score.,False,Y,high,Tool for pathway analysis not a database,
28316653,Large-scale virtual screening on public cloud resources with Apache Spark.,False,Y,high,Method for virtual screening not a database,
27917054,"Mammals in the MZNA Vertebrate Collection of University of Navarra, Spain.",False,Y,high,Collection mentioned but no URL,
23861827,Automated UMLS-based comparison of medical forms.,True,Y,high,Tool for comparison not a database,
21815093,Yeast bioinformatics and strain engineering resources.,False,Y,high,Review of resources not a database,
32822693,A surface metric and software toolbox for EEG electrode grids in the macaque.,False,Y,high,Toolbox/software not a database,
29859055,Sequence-based prediction of physicochemical interactions at protein functional sites using a function-and-interaction-annotated domain profile database.,True,Y,high,Method for prediction not a database,
31520508,Construction and applications of a B vitamin genetic resource for investigation of vitamin-dependent metabolism in maize.,False,Y,high,Resource mentioned but no URL not accessible,
29381145,A dataset of 200 structured product labels annotated for adverse drug reactions.,True,N,high,Repository keyword + dataset,TAC_ADR,TAC Adverse Drug Reactions Dataset
